17138	8
17138	8
17438	8
17138	8
17138	8
17438	11
17138	8
17438	9
17138	9
17438	8
17438	8
17138	9
17138	8
17438	8
17138	9
17138	8
17138	9
17438	8
17138	9
17138	8
17138	11
17138	8
17438	10
17138	8
17438	9
17138	8
17138	10
17138	8
17138	9
17138	10
17138	8
17138	8
17138	8
17138	8
17138	8
17138	8
17438	10
17138	9
17138	8
17438	8
17138	8
17438	9
17138	8
17138	9
17138	8
17138	9
17138	8
17138	10
17138	9
17138	8
17138	9
17138	9
17438	16
17138	8
17438	8
17138	8
17138	8
17138	8
17138	9
17138	9
17438	10
17438	11
17138	11
17138	10
17138	8
17438	8
17138	8
17138	9
17138	8
17138	9
17438	9
17138	8
17138	8
17138	10
17138	10
17138	12
16674	32
17438	8
17138	8
17138	8
17138	11
17138	9
17138	8
17138	8
17138	8
17138	10
16645	11
17138	9
17138	8
17138	8
17138	9
17138	9
17138	7
17438	10
17138	8
17138	8
17438	11
17138	9
17138	11
17138	12
17138	8
17138	8
17138	16
17438	9
17438	9
17138	10
17138	8
17438	9
17138	8
17138	10
17138	8
17138	8
17138	11
17138	10
17438	8
17138	8
17438	8
17138	12
17138	8
17138	10
17438	7
17138	8
17138	8
17138	11
17438	9
17138	8
17138	8
17138	10
17138	10
17138	8
17138	8
17138	7
16645	8
17138	9
17138	11
17438	9
17438	8
17138	8
17138	8
17138	10
17138	8
17138	8
17138	8
17138	8
17138	9
17138	8
17138	8
17138	8
17138	9
17138	10
17138	8
17438	7
17138	8
17138	8
17138	11
17138	11
17438	11
17138	8
17138	9
17138	8
17138	8
17138	8
17138	9
17138	8
17138	8
17087	8
17138	9
17138	10
17138	9
17138	9
17438	9
17138	8
17138	9
17138	10
17438	10
17138	11
17138	10
17138	11
17138	10
17138	9
17138	8
17138	8
17138	9
17438	10
17138	8
17138	8
17138	8
17438	8
17138	12
17138	9
17138	9
17138	8
17138	8
17438	9
17138	8
17138	9
17138	8
17138	10
17138	11
17138	8
17138	8
17138	11
17138	8
17438	10
17138	8
17138	8
17138	9
17138	8
17138	8
17438	7
17438	7
17138	9
17138	9
17138	10
17138	9
17138	9
17138	8
17138	7
17138	8
17438	10
17438	9
17138	8
17138	9
17138	9
17138	8
17138	8
17138	7
17138	8
17138	10
17138	11
17438	7
17138	8
17438	8
17438	8
17138	8
17438	8
17438	8
17138	9
17087	8
17138	10
17438	10
17138	8
16674	32
17138	8
17138	9
17138	9
17138	11
17138	9
17138	9
17138	8
17138	8
17138	9
17138	9
17138	18
17438	8
17138	8
17138	8
17138	9
17138	5
16645	9
17138	8
17138	8
17138	12
17438	9
17438	8
17438	8
17138	8
17138	9
17138	9
17438	13
17138	7
17138	8
17138	9
17438	8
17138	8
17438	8
17138	9
17138	8
17138	8
17138	8
17138	10
17138	8
17138	8
17438	8
17138	9
17138	8
17138	8
17438	9
17438	8
17138	8
17138	8
17138	9
17138	9
17138	8
17438	8
17138	10
17138	8
17138	8
17438	10
17138	8
17138	8
17138	8
17138	8
17138	8
17138	8
17138	8
17138	11
17138	8
17138	8
17138	8
17138	8
17438	12
16674	32
17138	8
17138	8
17138	8
17438	9
17138	8
16700	5
17138	8
17138	9
17138	9
17138	14
17138	8
17438	8
17138	8
17138	9
17138	8
17138	8
17138	9
17138	8
17138	10
17138	8
17138	10
17138	8
17438	9
17438	8
17438	8
17138	9
17138	8
17438	10
17438	10
17138	8
17138	9
17138	8
17138	9
17438	9
17138	8
17438	9
17138	10
17138	8
17438	8
17138	8
17438	7
17138	8
17138	8
17138	8
17138	9
17138	8
17438	7
17138	8
17138	8
17438	10
17138	10
17138	9
17138	9
17138	8
17438	8
17138	8
17138	8
17138	8
17138	9
17438	8
17138	8
16639	7
17138	10
17138	9
17138	9
17138	8
17138	8
17438	7
17438	8
17138	9
17438	8
17438	11
16700	5
17138	9
17138	8
17438	12
17438	7
16668	32
17138	9
17138	8
17138	8
17138	9
17138	8
17138	9
17138	8
17138	10
17138	8
17138	9
17138	8
17138	9
17138	9
17138	8
17138	9
17138	8
17138	8
17138	8
17438	8
17438	9
17438	12
17138	10
17138	13
17438	7
17138	9
17138	8
17138	9
17438	7
17138	8
17438	14
17138	8
17138	12
17138	8
17438	16
17138	10
17138	8
17138	8
17438	7
17138	11
17438	9
17438	9
17438	9
17138	8
17438	9
17138	8
17138	8
17438	8
17138	9
17138	9
17138	8
17138	10
17138	10
17138	8
17438	10
17138	8
17138	8
17438	8
17138	8
17138	8
17138	13
17438	9
17138	11
17438	8
17138	10
17438	7
17438	8
17138	10
17138	9
17138	10
17438	9
17138	8
17138	10
17138	8
17138	8
17138	10
17438	7
17138	8
17138	9
17138	9
17138	9
17138	10
17438	8
17138	13
17138	8
17438	8
17138	9
17438	8
17138	9
17138	8
17138	9
17138	8
17138	9
17138	9
17138	8
17138	8
17138	9
17138	8
17138	8
17438	11
17138	11
17138	9
17438	8
17138	13
17138	9
17138	10
17138	8
17138	8
17438	8
17138	8
17138	8
17138	9
17138	9
17138	10
17138	9
17138	14
17138	8
17138	11
17138	10
17438	8
16674	32
17138	8
17138	11
17138	9
17438	12
17138	8
17138	8
17138	8
17138	9
17138	11
17438	9
17138	8
17138	8
17438	8
17138	8
17438	9
17138	9
17087	8
17138	8
17138	8
17138	8
17138	9
17138	8
17438	8
17138	8
17138	8
17138	7
17138	8
17138	10
17138	11
17138	8
17138	8
17138	10
17138	8
17138	9
17138	9
17438	11
17138	10
17438	8
16700	5
17438	7
17138	8
17138	8
17138	8
17138	8
17438	8
17138	8
17138	11
17138	11
17138	8
17138	8
17138	9
17138	8
17138	8
17138	9
17138	8
16674	32
17138	9
17438	9
17438	8
17138	9
17138	8
17138	8
17438	13
17438	7
17138	9
17138	8
17138	13
17438	8
17138	7
17138	12
17438	8
17138	10
17138	9
17138	8
17138	8
17138	8
17438	8
17138	9
17138	9
17138	8
17138	8
17438	9
17138	9
17138	10
17138	8
17438	7
17138	9
17138	8
17138	10
17438	10
17138	9
17138	9
17138	9
17438	7
17138	8
17138	9
17138	8
17138	8
17138	9
17438	8
17138	8
17138	10
17438	9
17138	8
17138	8
17138	10
17138	9
17138	8
17138	10
17438	8
16700	5
17138	8
17138	8
17138	16
17138	13
17138	10
17438	16
17138	8
17138	9
17438	7
17138	8
17138	8
17138	8
17438	12
17138	10
17138	8
17438	8
17138	8
17138	8
17138	8
17138	8
17438	13
17138	8
17138	8
16668	32
17138	8
17138	10
17138	9
17438	8
17138	8
17138	8
17438	8
16743	7
17438	9
17438	12
17138	12
17138	11
17087	8
17438	8
17438	9
17438	12
17138	8
17138	8
17138	8
17138	8
17138	9
17138	8
17438	7
17138	13
17138	8
17138	8
17438	9
17138	8
17438	8
17138	9
17138	8
17138	10
17138	10
17138	9
17138	8
17138	7
17138	8
17138	8
17138	12
17138	8
17138	9
17138	9
17138	12
17138	11
17138	8
16700	5
17138	10
17138	10
17138	8
17138	10
17138	8
17138	10
17438	8
17138	11
17438	9
17438	9
17138	9
17138	8
17138	8
17138	9
17138	8
17138	9
17138	9
17138	7
17438	8
17138	8
17138	8
17138	12
17138	8
17138	10
17438	8
17438	8
17138	7
17138	8
17438	9
17138	9
17138	9
17138	9
17438	8
17138	8
17138	8
17438	8
17138	15
17438	11
16645	9
17138	9
17138	9
17438	17
17138	8
17438	8
17138	8
17138	12
17138	8
17138	10
17438	11
17138	11
17138	8
17138	8
17138	8
17138	10
17138	9
17438	9
17138	8
17438	8
17438	8
17138	8
17438	11
17438	8
17138	8
17138	8
17138	8
17438	8
17138	8
17438	8
17138	8
17138	9
17138	12
17138	8
17438	9
17438	10
17138	8
17438	7
17138	9
17138	8
17138	8
17138	9
17138	8
17138	10
17138	10
17438	8
17138	9
17138	8
17138	8
17138	8
17138	9
17138	9
17138	10
17138	8
17138	8
17138	9
17138	8
16668	32
17438	9
16674	32
17138	8
17138	12
