1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	1.3395000000000001	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	1.5092500000000002	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	
0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	1.594125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	
0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	1.6365625000000001	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	
0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	1.6621812500000002	0.8182812500000001	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	
0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	1.674990625	0.40914062500000004	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	
0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	1.7164953125	1.7164953125	1.7164953125	1.7164953125	1.7164953125	1.7164953125	1.7164953125	1.7164953125	1.7164953125	1.7164953125	1.7164953125	1.7164953125	1.7164953125	1.7164953125	1.7164953125	1.7164953125	1.7164953125	0.8374953125	0.8374953125	0.8374953125	0.8374953125	0.8374953125	0.8374953125	0.8374953125	0.8374953125	0.20457031250000002	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	
0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	1.73724765625	1.73724765625	1.73724765625	1.73724765625	1.73724765625	1.73724765625	1.73724765625	1.73724765625	1.73724765625	1.73724765625	1.73724765625	1.73724765625	1.73724765625	1.73724765625	1.73724765625	1.73724765625	1.73724765625	0.41874765625	0.41874765625	0.41874765625	0.41874765625	0.41874765625	0.41874765625	0.41874765625	0.41874765625	0.10228515625000001	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	0.00390625	
0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	1.747623828125	1.747623828125	1.747623828125	1.747623828125	1.747623828125	1.747623828125	1.747623828125	1.747623828125	1.747623828125	1.747623828125	1.747623828125	1.747623828125	1.747623828125	1.747623828125	1.747623828125	1.747623828125	1.747623828125	0.209373828125	0.209373828125	0.209373828125	0.209373828125	0.209373828125	0.209373828125	0.209373828125	0.209373828125	0.051142578125000004	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	0.001953125	
0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	1.7528119140625	1.7528119140625	1.7528119140625	1.7528119140625	1.7528119140625	1.7528119140625	1.7528119140625	1.7528119140625	1.7528119140625	1.7528119140625	1.7528119140625	1.7528119140625	1.7528119140625	1.7528119140625	1.7528119140625	1.7528119140625	1.7528119140625	0.1046869140625	0.1046869140625	0.1046869140625	0.1046869140625	0.1046869140625	0.1046869140625	0.1046869140625	0.1046869140625	0.025571289062500002	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	0.0009765625	
