17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	16700	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	16700	17138	17138	17138	
17138	17138	17138	17138	16700	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	16700	17138	17138	17138	
17138	17138	17138	17138	16700	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16743	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	16700	17138	17138	17138	
16743	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	16700	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16743	17138	17138	17138	16700	17138	17138	17138	
17138	17138	17138	17138	16700	17138	17138	17138	
17138	17138	17138	17138	16700	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	16700	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17138	
16700	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	16700	17138	17138	17138	
17138	17138	17138	17138	16700	17138	17138	17138	
17138	17138	17138	17138	16700	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	16700	17138	17138	17138	
17043	17138	17138	17138	16700	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	16700	17138	17138	17138	
