17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	17138	17138	17138	17087	17138	17138	17138	
16566	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	16743	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	16743	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16743	17138	17138	17138	17087	17138	17138	17138	
16743	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16874	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16743	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17043	17138	17138	17138	17087	17138	17138	17138	
16700	16700	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	16743	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16743	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16743	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	17138	17138	17138	17087	17138	17138	17138	
16700	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17087	17087	17087	17438	17438	17438	16743	17438	17438	17438	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	16743	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
16700	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17087	17087	17087	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17138	17138	17138	17138	17087	17138	17138	17138	
17043	16700	17138	17138	17138	17087	17138	17138	17138	
